"author_id","conversation_id","created_at","id","relevancy","sentiment","text"
"1177586801197740033","1476930844803559424","2021-12-31T14:58:48.000Z","1476930844803559424","no",,"happy new year friends! 🎉💖 https://t.co/WP0A3TD6Xo"
"19745365","1476935399658319873","2021-12-31T15:16:54.000Z","1476935399658319873","no",,"Happy New Year from Sydney, Australia!!! @sydney_sider #ilovesydney #SydNYE https://t.co/e32b8IUWLP"
"149590738","1476940490511585281","2021-12-31T15:37:07.000Z","1476940490511585281","no",,"Happy New Year you legends from downunder! What’s 2022 going to be for you? https://t.co/9GmBmnVStB"
"1217025882","1477011537680220166","2021-12-31T20:19:26.000Z","1477011537680220166","no",,"Good morning &amp; a Happy New Year to all of you from all of us. https://t.co/mTFm4izH48"
"25960199","1477013818157027335","2021-12-31T20:28:30.000Z","1477013818157027335","neutral","neutral","Happy New Year to all my Twitter folk. You brighten and lighten the day. I know it can be a toxic platform, but I’m genuinely filled with gratitude for all those I connect with. You’re all tops. https://t.co/csehOMhhPA"
"1068714708146900992","1477036609711132676","2021-12-31T21:59:04.000Z","1477036609711132676","neutral","neutral","Good morning on the 1st day of 2022 Bring it on I am ready 👍👍🌞🌞🎉🎉 https://t.co/Q1SiJPLC1w"
"46292189","1477046515000496130","2021-12-31T22:38:26.000Z","1477046515000496130","no",,"Happy to report in the 'pinch punch' stakes w/ the family, I drew w/ Miss 16, got done in by Master 9 &amp; got Miss 13. All in all I'll take that. In relation to the wife, she's lodged a dispute claiming she got me first. But it has been dismissed &amp; I declared myself the winner!"
"42384354","1477054399901958144","2021-12-31T23:09:45.000Z","1477054399901958144","no",,"Happy new year frienderinos!"
"955663691780833280","1477061189167292416","2021-12-31T23:36:44.000Z","1477061189167292416","no",,"GM  @basedfishmafia @MightyManateez @AlphaDroids   #mightymanateez #bfm #fishmafia #alphadroids"
"2889732793","1477068098914197508","2022-01-01T00:04:12.000Z","1477068098914197508","no",,"2022 has arrived in London with a bang! Happy new year all of my UK friends 😀 https://t.co/pEdWlrnjIV"
"38630406","1477069286036631554","2022-01-01T00:08:55.000Z","1477069286036631554","yes","pro","*Cracks knuckles* https://t.co/pf6XkM1kef"
"1283885249458352128","1477069552261365760","2022-01-01T00:09:58.000Z","1477069552261365760","no",,"Happy new year! https://t.co/YPlzyBhDmA"
"47791811","1477069822139662337","2022-01-01T00:11:02.000Z","1477069822139662337","no",,"Happy new year to all the Brits ... From 8 hrs ahead ... Have a blast ... 🎉🎊 https://t.co/f1wUD25ZTz"
"947280390229594113","1477070208288243714","2022-01-01T00:12:34.000Z","1477070208288243714","no",,"Best way to spend the first hours of 2022: watching those poor saps in NYC still stuck in 2021 celebrate the death of that fucking year.  Happy new year, ya'll. https://t.co/8Qkr4hqDbX"
"1687033218","1477071309121064960","2022-01-01T00:16:57.000Z","1477071309121064960","no",,"Well at least now I know where I'm going wrong. 🤣🤣  Love you #BettyWhite https://t.co/3Ea0pPnwNi"
"1215050448660385792","1477075877066264576","2022-01-01T00:35:06.000Z","1477075877066264576","no",,"I is going to try some ballet today. What about you? #cats #Caturday https://t.co/QkuB219HSE"
"531916746","1477078413529993218","2022-01-01T00:45:11.000Z","1477078413529993218","no",,"I know I say this every year, but HAPPY NUDE QUEER to all :-)"
"27369998","1477080542994583554","2022-01-01T00:53:38.000Z","1477080542994583554","no",,"Happy new year 🎉 ✨️   https://t.co/10HBzaEjLF"
"151543415","1477082435821072385","2022-01-01T01:01:10.000Z","1477082435821072385","neutral","neutral","We are out for the first time in two weeks. https://t.co/2hn0jBiKpV"
"337772844","1477082572433756163","2022-01-01T01:01:42.000Z","1477082572433756163","neutral","neutral","Surreal. Happy new year! https://t.co/HIlUKiRCep"
"1465438984654311425","1477082973061087232","2022-01-01T01:03:18.000Z","1477082973061087232","no",,"Happy new year from Gold Coast, Australia! @goldcoast @Queensland https://t.co/95d68tE2Ut"
"1292740051420344321","1477087474388127744","2022-01-01T01:21:11.000Z","1477087474388127744","no",,"Damn I'm 30 this year. Is there an introduction? Do I need to know anything? #newyears  #dirty30"
"926657276307312640","1477095383100628992","2022-01-01T01:52:37.000Z","1477095383100628992","no",,"I got stung by a blue bottle. Happy new year indeed https://t.co/WB9pcqQFfV"
"1005758570653048832","1477096544490770434","2022-01-01T01:57:13.000Z","1477096544490770434","yes","pro","Awesome piece! 😁 https://t.co/QQFNuWdpxd"
"1241924496530915328","1477096787856920577","2022-01-01T01:58:12.000Z","1477096787856920577","neutral","neutral","Happy new year everyone. A reflection:  Do not remember the past events; pay no attention to things of old. Look, I am about to do something new; even now it is coming. Do you not see it? Indeed, I will make a way in the wilderness, rivers in the desert.  Isaiah 43:18-19"
"1240253433459793921","1477102589351120896","2022-01-01T02:21:15.000Z","1477102589351120896","no",,"Turning 21 this year. That’s crazy https://t.co/G5t2riyulg"
"158255143","1477104794430959616","2022-01-01T02:30:00.000Z","1477104794430959616","no",,"Someone said to me, “Happy new year” and I was like “Happy new year to you too!” and then they said, “Thanks for staying when everyone else left” and I’m a bit confused because I think I was barely around lol"
"1422526962573090817","1477106935614742529","2022-01-01T02:38:31.000Z","1477106935614742529","no",,"2022 will be a year of Hazara excellence ✊🏻♥️ https://t.co/u4Twj0wGQf"
"2992425055","1477108349665615872","2022-01-01T02:44:08.000Z","1477108349665615872","no",,"Happy new year you degenerates! https://t.co/cRwTPCS1p9"
"3243051924","1477112319947595776","2022-01-01T02:59:55.000Z","1477112319947595776","no",,"@JagexTwisted Can you please look into the account 'Satisfying' I was banned after trading myself gold from my other account instantly. Happy new year."
"1172139817573867520","1477112415816806401","2022-01-01T03:00:18.000Z","1477112415816806401","no",,"Happy new year Twitter fam! 💎🍾"
"1019066785717313537","1477113872855166978","2022-01-01T03:06:05.000Z","1477113872855166978","neutral","neutral","Happy new year everyone, may your year be filled with love and happiness 🤍"
"1444500223573696513","1477115525217935366","2022-01-01T03:12:39.000Z","1477115525217935366","no",,"From yesterday till now…we had too much happiness❤️❤️Got to slowly digest   #XiaoZhanXSaicAudi  #XiaoZhan"
"353781007","1477122183436464128","2022-01-01T03:39:06.000Z","1477122183436464128","no",,"@jessicacadams could you please write and publish a new adult fiction book whilst in your iso in Tassie?"
"1289509993578786816","1477124919536148484","2022-01-01T03:49:59.000Z","1477124919536148484","no",,"உன்னை ஒருவர் ஏமாற்றுகிறார் என்றால் நீ ஏமாந்து விடாதே  ஏனென்றால் உன்னை அவர்கள் ஏமாற்றுகிறார்கள்  #HappyNewYear"
"1381559669492092929","1477125306179731457","2022-01-01T03:51:31.000Z","1477125306179731457","no",,"'HAPPY MEW YEAR 🎁 HAPPY MEW DAY'  ขอให้ทุกคนอยู่ในสภาพเเวดล้อมที่ดี เจอเเต่คนที่จริงใจเสมอ ขอบคุณทุกการสนับสนุนจากใจนะ  ยิ้มยัง? ยิ้มหน่อยน้า~😊😳// แต่ถ้าอยากยิ้มกว้างกว่าเดิม ให้ของขวัญคนที่รักด้วยของน่ารักนี้ได้น้า อย่าดุจิ ขายนิดเดียวเอง เน้อ ..  #MEWMEWcafeHBD Interfan join https://t.co/kmoTqGJWr9 https://t.co/sxbx0JJhYD"
"1381559669492092929","1477126774693588992","2022-01-01T03:57:21.000Z","1477126774693588992","no",,"'HAPPY MEW YEAR 🎁 HAPPY MEW DAY'  ขอให้ทุกคนอยู่ในสภาพเเวดล้อมที่ดี เจอเเต่คนที่จริงใจเสมอ ขอบคุณทุกการสนับสนุนจากใจนะ  ยิ้มยัง? ยิ้มหน่อยน้า~😊😳// แต่ถ้าอยากยิ้มกว้างกว่าเดิม ให้ของขวัญคนที่รักด้วยของน่ารักนี้ได้น้า อย่าดุจิ ขายนิดเดียวเอง เน้อ ..  #MEWMEWcafeHBD Interfan join https://t.co/vtmfOecEKe https://t.co/sxbx0JJhYD"
"1088415217711632384","1477129228122406916","2022-01-01T04:07:06.000Z","1477129228122406916","no",,"Something a little more bare than usual 💋 https://t.co/aUvv8DCHYy"
"1450027058","1477134085483081728","2022-01-01T04:26:24.000Z","1477134085483081728","no",,"I miss the days when I was adored by a man. I’m thinking it’s bn years.  Has it bn a long time for u too?"
"21794235","1477134813756678147","2022-01-01T04:29:18.000Z","1477134813756678147","no",,"Gladiator came out 21 years ago."
"1087687937133764608","1477137893730652162","2022-01-01T04:41:32.000Z","1477137893730652162","yes","pro","https://t.co/lrajvvvcmt"
"3281581634","1477139644948959232","2022-01-01T04:48:29.000Z","1477139644948959232","no",,"#cnnnye Hii maddie and Lucas ! Happy new year!"
"3281581634","1477140120046227457","2022-01-01T04:50:23.000Z","1477140120046227457","neutral","neutral","#CNNNYE Hii maddie and Lucas! Happy new year!"
"938211194082443264","1477140453539540992","2022-01-01T04:51:42.000Z","1477140453539540992","no",,"HNY and congratulations to @PerionDAO on the raise! Very excited to see this DAO in action this year🔥👾🚀 #wgmi #GameFi https://t.co/MjXm0vorYg"
"3281581634","1477141155074560000","2022-01-01T04:54:29.000Z","1477141155074560000","neutral","neutral","#CNNNYE Hii maddie and Lucas ! Happy new year!"
"1445676042425823236","1477142778794500096","2022-01-01T05:00:57.000Z","1477142778794500096","no",,"Lebron is 37 years old fuck sake man #nba #lakers unbelievable what he keeps producing"
"912655522062524416","1477143660072353792","2022-01-01T05:04:27.000Z","1477143660072353792","no",,"Here is hoping that you have a truly remarkable and blissful year ahead! Happy new year to all! . #TechnobitsDigital https://t.co/K4q86e6M7W"
"1244013164779339776","1477147211335028736","2022-01-01T05:18:33.000Z","1477147211335028736","no",,"Happy new year! 🐯🐯❤️🧡 #kiribaku #krbk https://t.co/mXQW7InIwj"
"1447826625207226372","1477150483189960704","2022-01-01T05:31:33.000Z","1477150483189960704","no",,"With my love. Happy new year🎉 #watercolourportrait #Selfportrait #portraitpainting #portraiture #aquarelle #watercolourart #watercolourpotrait https://t.co/U1SWDTcjBm"
"242347643","1477157090124730373","2022-01-01T05:57:49.000Z","1477157090124730373","no",,"Lakers win. Ending the year on the right note, Happy new year #nba #lakeshow #lakernation https://t.co/mJzhDzQFCh"
"3662605939","1474759062965288962","2021-12-25T15:08:54.000Z","1474759062965288962","no",,"#NCM $NCM Nah ...I want it to fall more so I can pick this puppy up at whole sale prices https://t.co/1efhpsdMt3"
"31360795","1476331192257376259","2021-12-29T23:15:59.000Z","1476331192257376259","no",,"Secure Windows Server On-Premises and Hybrid Infrastructures @microsoftlearn Learning Path https://t.co/ky0bqy4ylh (Prep for #az801 beta available until Jan 10)"
"29996369","1476900954180046852","2021-12-31T13:00:01.000Z","1476900954180046852","no",,"To everyone, all around the world, #HappyNewYear! We're so excited to be performing for you in 2022 and beyond! #TheWiggles  💛❤💜💙 https://t.co/LgfgVd42tY"
"971334813381623808","1477180393509949440","2022-01-01T07:30:25.000Z","1477180393509949440","no",,"The L1 narrative expires as soon as $XTZ looks like it’s about to go to $10"
"3070640498","1477252510091923458","2022-01-01T12:16:59.000Z","1477252510091923458","no",,"Hello Splatoon scene, this is your quarter yearly reminder that I play Goo Tuber exclusively… 8 Million and counting  #Splatoon2 https://t.co/PElQDJ2Zw0"
"1411304715430682628","1477369285915856896","2022-01-01T20:01:00.000Z","1477369285915856896","no",,"New #DCTV Video! ⚡️🦇🦸‍♂️  Diggle Returns AGAIN to the Arrowverse! Surprise Guest Star in Superman &amp; Lois! Mini DCTV Crossover? #SupermanAndLois #Batwoman #TheFlash #DCTV   ➡️ https://t.co/WZ7iTWQXe3 https://t.co/VKh46ajXDn"
"4786311312","1477415604126564352","2022-01-01T23:05:03.000Z","1477415604126564352","neutral","neutral","You know, impulse buying a Holden Commodore and then a Skyline R34 was probably a big waste of 800k.. https://t.co/zNyicdxiT7"
"1261894889987469312","1477418901839302656","2022-01-01T23:18:09.000Z","1477418901839302656","no",,"Israel reports first case of 'flurona' in young pregnant woman.  ‘FLURONA infection?’ 🙄 A combination of the flu and coronavirus   https://t.co/wvH0NViKyQ"
"16182261","1477421990306725888","2022-01-01T23:30:26.000Z","1477421990306725888","no",,"Good morning.   Please send me your most recent, reliable analyses of Covid disease outcomes in vaccinated vs partially/unvaccinated people."
"783226325083402242","1477431746299772928","2022-01-02T00:09:12.000Z","1477431746299772928","yes","against","Could not spit harder https://t.co/A9jmj7GPqE https://t.co/KpedF7ghKB"
"1474700515904614404","1477432953747611648","2022-01-02T00:14:00.000Z","1477432953747611648","yes","against","Make no mistake, they want you and your kids jabbed and they will push hard between now and the 10th of this month. https://t.co/2gVF7OYaBa"
"1437375582346498048","1477436751404617729","2022-01-02T00:29:05.000Z","1477436751404617729","no",,"Amazing analytics on Ethereum volume on @opensea by @richardchen39! 🙌🙌   Showing over $168,000,000 in volume traded in on the first day of 2022. 🚀  Also notable that we have had $15b in volume traded within the last 5 months! 🤯🤯  #NFT aren't going anywhere! https://t.co/AJ3cEbv0iQ"
"176985932","1477436980992491521","2022-01-02T00:30:00.000Z","1477436980992491521","no",,"If you’re planning a detox following the festive season, we dig a little deeper into whether going alcohol free for a month worth it?  Read | https://t.co/DtCUORCD9v  #BupaAustralia https://t.co/fBWbg9l4IR"
"246207856","1477441238999519235","2022-01-02T00:46:55.000Z","1477441238999519235","neutral","neutral","Despite what some claimed a few months back, the folks at Doherty have consistently been on the side of caution. This should offer you some reassurance regarding the current situation https://t.co/aWgAmv1Jgm"
"1196989778585014272","1477442009354825729","2022-01-02T00:49:59.000Z","1477442009354825729","neutral","neutral","anyone whos making an ins and out list now is 2 months too late"
"1068663073760636928","1477442808378101761","2022-01-02T00:53:09.000Z","1477442808378101761","no",,"Apparently the booster is 18+, so Jacob doesn’t to have it in 4 months!?  He just had his 2nd and 100% feeling like I did after mine, lots of energy"
"421429606","1477443575453466624","2022-01-02T00:56:12.000Z","1477443575453466624","no",,"Happy New Year 🎉☕️ Open again from 8am on Tuesday 04 Jan 2022 ☕️ Open for orders online 24/7 @ Quists Coffee https://t.co/gNVm4esAFi"
"17309650","1477446788571283456","2022-01-02T01:08:58.000Z","1477446788571283456","neutral","neutral","Well 2022 has started so badly that the 20 month old has taken to running around shouting:  “Fuck! Fuck! Fuck! Fuck! Fuck!” with crystal clear pronunciation.  And who can argue with him really? He speaks for all of us. 🤷🏽‍♀️ https://t.co/8rStjoLTJS"
"1323415387","1477446823610490883","2022-01-02T01:09:07.000Z","1477446823610490883","no",,"This really the first time I’m watching a WWE ppv in months…… https://t.co/4LRsbwUw9f"
"961407192","1477448316199841798","2022-01-02T01:15:02.000Z","1477448316199841798","no",,"2 &amp; 3-MONTH RADIO ADVERTISING DEALS ON TRIPLE M   Need #radio #advertising? We've got your back! 2 months from $18k* + GST, or 3 months from $24k* + GST.  Contact us to book your package:  ☎️ 1300 232 739 💻 https://t.co/6NxDqVTFk2   Media Crew Your 1-Stop Advertising Agency 😉 https://t.co/OljQT1NZ1Y"
"1417775725021515778","1477449390532927489","2022-01-02T01:19:19.000Z","1477449390532927489","neutral","neutral","Who will still be here with me in 6 months time?"
"848325800801652736","1477449509231677442","2022-01-02T01:19:47.000Z","1477449509231677442","no",,"Exciting times ahead!! $ATLAS #NODES #DeFi #StrongNodes  https://t.co/k3DhF8Rll1"
"298278251","1477450757041389569","2022-01-02T01:24:44.000Z","1477450757041389569","neutral","neutral","🙈 not sure I can cope with this for the next 5 months 😩 https://t.co/7awV1PQneK"
"1472210803466006528","1477451525697900549","2022-01-02T01:27:48.000Z","1477451525697900549","no",,"&lt;still not gotten a reply since talking pizza toppings with the guy who i was actually dating 2 months ago&gt;  not even worth getting dumped lol  fml."
"1408601172240330754","1477453040122679296","2022-01-02T01:33:49.000Z","1477453040122679296","neutral","neutral","The 7th of December was when EW was officially released. It has yet to be a month and there are still so many people out there who have yet to finish due to irl things and the terrible login queues. Tag your spoiler posts accordingly. Have some consideration."
"1311306326711001089","1477453736280657922","2022-01-02T01:36:35.000Z","1477453736280657922","no",,"Y’all I’m super proud of this packet!  🔥Only 4 slots available each month 🔥EIGHT CUSTOM CLIPS a month  🔥Only $500 - my avg custom rate is $15/min! https://t.co/PeVJZZ2yXE"
"333136571","1477458313306648576","2022-01-02T01:54:46.000Z","1477458313306648576","no",,"The estimated value of Australia’s residential real estate had gone from $7.2 trillion at the end of November 2020 to reach a record high of $9.4 trillion in just 12 months. Check out more from Corelogic's Best of the Best Report. https://t.co/dOcKKFEVS9 @corelogicau #PropertyTax https://t.co/XEJohCpYc0"
"107970530","1477458378590851072","2022-01-02T01:55:01.000Z","1477458378590851072","no",,"I recently moved into this house and got a smart meter - my entire electricity usage for the month of December was ~210kWh. By the averages above, one Bitcoin transaction uses more electricity than my house does in six months. https://t.co/FieCiFSlRj"
"3020189767","1477460485800808448","2022-01-02T02:03:24.000Z","1477460485800808448","neutral","neutral","i love that i was like 'i wont get new dice for several months' and i have already failed"
"838536960792616960","1477462166244511745","2022-01-02T02:10:05.000Z","1477462166244511745","no",,"Juffs Road West, Dayboro is OPEN."
"865425016036376576","1477462532797255682","2022-01-02T02:11:32.000Z","1477462532797255682","neutral","neutral","MIK'S REACTION HAD  1,016 listeners           In December  compared to last month  That's an increase of 96% https://t.co/cPmAnDlcIq"
"59125567","1477463014706069505","2022-01-02T02:13:27.000Z","1477463014706069505","no",,"Well I have decided to treat the next month to take personal responsibility and lock down. Clearly the NSW State government isn’t taking responsibility and neither is Scomo #auspol #COVID19 @SerkanTheWriter"
"838536960792616960","1477463422144942080","2022-01-02T02:15:04.000Z","1477463422144942080","no",,"Best Road, Rocksberg is OPEN."
"296115317","1477469236104609797","2022-01-02T02:38:10.000Z","1477469236104609797","neutral","neutral","meanwhile this was a month ago at the O2, but talk the talk abhay! https://t.co/Cq5IVniNwK https://t.co/mm1Xw4Lm3H"
"176048455","1477469499167166464","2022-01-02T02:39:13.000Z","1477469499167166464","no",,"I can't believe that Piper turns one next month. Like holy shit. I still remember finding her out in the back yard on my lunch break back in april"
"1184985812795973633","1477469750905212931","2022-01-02T02:40:13.000Z","1477469750905212931","no",,"I like this little fact because the Romans didn't bother having month for Jan &amp; Feb. They only had Martius (March) to December. So we've kept their tradition.  (They also didn't have a letter J) https://t.co/pgfL3jO7vJ"
"916900567485530114","1477471812455829506","2022-01-02T02:48:24.000Z","1477471812455829506","yes","pro","https://t.co/RawPGYBxEm https://t.co/JwI1FjRNO0"
"1093588768496353280","1477472041548742664","2022-01-02T02:49:19.000Z","1477472041548742664","no",,"not drinkin booze or soft drink all month, only drank on nye too and was clean a month before that.  slowly burning weight from just not being a pig which is nice"
"145998173","1477472471771140097","2022-01-02T02:51:02.000Z","1477472471771140097","no",,"Semrush: December The Most Volatile Month For Google Search Of 2021 : #analytics #googleads #facebookads https://t.co/n8mVY0s5BF"
"1241771811726970883","1477474423745695749","2022-01-02T02:58:47.000Z","1477474423745695749","no",,"RT @PhABCD: As 2021 closes, let's review some numbers for @SkyweaverGame since its launch on @0xPolygon a month ago.  Game is still limited access only (not for long), but there are some interesting numbers that surprised me, especially around our AMM fo… https://t.co/HmjMJL4LVO"
"2221602384","1477475126983553026","2022-01-02T03:01:35.000Z","1477475126983553026","no",,"Mike Lindell should think about releasing a Red Pillow ? https://t.co/IQUZYXwq9U"
"1417782511191527424","1477475364976746497","2022-01-02T03:02:31.000Z","1477475364976746497","no",,"Absolute disgrace that @IntRL affiliated @PhilippinesNRL is still waiting for recognition in #Manila after more than 12 months. The body responsible in 🇵🇭 is the @OlympicPHI which seems to move at the speed of a 🐌 #RugbyLeague #Philippines #growthegame #AsiaPacificRugbyLeague https://t.co/u3EdWrNxuO"
"20757610","1477475690358312960","2022-01-02T03:03:49.000Z","1477475690358312960","no",,"The Dolphins are planning for the future with young talent to be nurtured over the next 12 months by the likes of Wayne Bennett, Kurt Richards, Ben Te’o etc. Look out for more young signings soon. https://t.co/qIbydCd8j1"
"1459315931457351684","1477479497989455874","2022-01-02T03:18:57.000Z","1477479497989455874","no",,"I am blown away by the creativity I'm seeing in my short few months with #arts community - a new era is here. Let's rock it!  #NFTCommunity #artistsontwitter #art #OpenSeaNFT https://t.co/vS1CdKvZiI"
"4666271114","1477481933235888128","2022-01-02T03:28:37.000Z","1477481933235888128","neutral","neutral","Also since its planner season and me ordering stickers season, what kind of stickers have yall been looking for or can’t find / ones u wanna see from me? Id love to know since i wanna make more!! ( not including the sticker club thats seperate hehe )"
"38986852","1477482638948536323","2022-01-02T03:31:26.000Z","1477482638948536323","no",,"havent streamed for like a month but overwatch's pull is too strong pls nerf https://t.co/NKyUrXeVLb https://t.co/JzYhcw7XoR"
"4666271114","1477482707902873602","2022-01-02T03:31:42.000Z","1477482707902873602","neutral","neutral","Also store will be back up this month sometime soon! Still in mental holiday mode (・ω・｀) so it’ll be Maybe a few days or a week?? Gotta digitally reorganise first!"
"813219558395785216","1477484166648238083","2022-01-02T03:37:30.000Z","1477484166648238083","no",,"Is their a fast forward button so it can be June already."
"813219558395785216","1477484244762968065","2022-01-02T03:37:48.000Z","1477484244762968065","no",,"Is there a fast forward button so it can be June already."
"1315497733189365761","1477487575011000322","2022-01-02T03:51:02.000Z","1477487575011000322","no",,"Bro is asking Dana to redesign the UFC in a matter of months.  Ask for a lot, get clout and don't do shit. That's the Jake Paul way. https://t.co/q7AdO2LlTd"
"2398848180","1477489599018455041","2022-01-02T03:59:05.000Z","1477489599018455041","no",,"Congratulations to Cooper Connolly who has been named as Australia’s captain for the upcoming ICC U19 World Cup in the West Indies this month!!! https://t.co/RT6MRJxrqb"
"142349345","1477490656910082049","2022-01-02T04:03:17.000Z","1477490656910082049","neutral","neutral","This is what happens when I miss Twitter for a few days... I feel like I am a MONTH behind, keeping up to date with my friends here! 'I'll get there!' All's well here tho, thankfully. https://t.co/yljDr11d0L"
"1456211114342060032","1477491431912529924","2022-01-02T04:06:22.000Z","1477491431912529924","neutral","neutral","he’s perfect 12 / 12 months https://t.co/5yhh7flyPR"
"1352601250743742466","1477492806960619521","2022-01-02T04:11:50.000Z","1477492806960619521","no",,"fuck i start driving in less than two months"
"118631499","1477495620646567937","2022-01-02T04:23:01.000Z","1477495620646567937","no",,"2022... ugh, really?   You know what, wake me up in June."
"190884980","1477498553563967494","2022-01-02T04:34:40.000Z","1477498553563967494","no",,"24 months interest free. Fidget Poppers Ouija boards  Air Fryers. Jousting sticks.  You name it.."
"942957391","1477499277073027074","2022-01-02T04:37:32.000Z","1477499277073027074","no",,"It's been a big couple of months in WA ❤️ now with way too much luggage we're coming home Brisbane! ✈️  (also trying to bring some Perth sunshine with us) https://t.co/0rHBuZzoFG"
"46020276","1477499873817624577","2022-01-02T04:39:55.000Z","1477499873817624577","neutral","neutral","Paula Badosa says it took months to get back in shape after undergoing hard quarantine in Melbourne last year, but she more than made up for her subdued start at the Australian Open. #AusOpen  https://t.co/9TUFdENxEP"
"1382324774207062024","1477501573806788610","2022-01-02T04:46:40.000Z","1477501573806788610","no",,"o I just realised exactly one month from today is my bday https://t.co/EiyPjUG8O4"
"972234793864671237","1477503073375244290","2022-01-02T04:52:38.000Z","1477503073375244290","no",,"terminator 2: judgment day, screenshot, arcade (1991) https://t.co/TG4DQnJErC https://t.co/vaJCNCOZhB"
"947861745275609089","1477503549948841987","2022-01-02T04:54:31.000Z","1477503549948841987","no",,"I was predicting $72 $HEC on @CoinMarketCap for the next month, not the next day… sheesh #HectorDAO"
"27562679","1477504753844166660","2022-01-02T04:59:18.000Z","1477504753844166660","yes","pro","Still planning the month? https://t.co/CmkaHzUgAx"
"972234793864671237","1477506120394502150","2022-01-02T05:04:44.000Z","1477506120394502150","no",,"terminator 2: judgment day, screenshot, arcade (1991) https://t.co/BzbqESLRDq https://t.co/oUkx5IIk1w"
"968736400999927808","1477507706957172736","2022-01-02T05:11:02.000Z","1477507706957172736","neutral","neutral","I’ve been wanting to do this for the last couple of months but I’ve been holding back 🥲 https://t.co/jWbHAVGc51"
"389518386","1477507905825894401","2022-01-02T05:11:50.000Z","1477507905825894401","no",,"Gambling month 🤗"
"3662605939","1477508000176689152","2022-01-02T05:12:12.000Z","1477508000176689152","no",,"$DXY #DOLLAR MONTHLY ALT ... https://t.co/A5MSbzwFak"
"13083622","1477508415412789252","2022-01-02T05:13:51.000Z","1477508415412789252","no",,"I like how Tesla account page shows warranty dates now. https://t.co/chvFLvxgQz"
"17699898","1477508788131221505","2022-01-02T05:15:20.000Z","1477508788131221505","no",,"My New Year's resolution: resist committing petty crimes. Last year I shoplifted a calendar and ended up with 12 months!"
"4250966652","1477510967831384067","2022-01-02T05:24:00.000Z","1477510967831384067","neutral","neutral","The months during which my left eye remained blind, while filled with unspeakable worries, also served as a crash course in mindfulness. https://t.co/55xoPpXFhO"
"1148791466388406272","1477513220944318467","2022-01-02T05:32:57.000Z","1477513220944318467","no",,"Second post of the year 😎 (watch me disappear again for another 3 months)  https://t.co/gU2tu75ljs"
"221248191","1477513505582436353","2022-01-02T05:34:05.000Z","1477513505582436353","no",,"I have been trying to do my Best Nine because it’s 2015 AND it only gives me posts from the last month. 🤔"
"1472210803466006528","1477513771409051648","2022-01-02T05:35:08.000Z","1477513771409051648","neutral","neutral","made it like 4 months without any shit on my 1st acc because moth maybe able to make it another 4 by being moth again :3"
