"id","date","vaccine","sentiment"
"1478313276261892097","20220104","none","neutral"
"1478316699065909250","20220104","none","neutral"
"1478322069196525569","20220104","none","neutral"
"1478325244850962434","20220104","none","negative"
"1478309791118213123","20220104","",""
"1478337451198324737","20220104","none","neutral"
"1478348233160028161","20220104","none","neutral"
"1478463440716898306","20220104","none","negative"
"1478343632738422785","20220104","",""
"1478471359969648643","20220104","none","negative"
"1478437411382169601","20220104","",""
"1478482880250597380","20220104","none","neutral"
"1478486425456816137","20220104","none","neutral"
"1478486529613860865","20220104","none","neutral"
"1478499817781301253","20220104","none","neutral"
"1478502977715404800","20220104","none","neutral"
"1478509928910245890","20220104","novavax","neutral"
"1478510285992333313","20220104","none","neutral"
"1478512105271619585","20220104","none","negative"
"1478514705924714497","20220104","none","neutral"
"1478516728682344449","20220105","none","neutral"
"1478517352480133123","20220105","none","neutral"
"1478517075001819144","20220105","novavax","negative"
"1478524135378546688","20220105","none","negative"
"1478529745633497088","20220105","none","neutral"
"1478531720395829249","20220105","none","neutral"
"1478535419994071042","20220105","none","negative"
"1478551092065566722","20220105","none","neutral"
"1478567213523095553","20220105","pfizer","positive"
"1478570077159002116","20220105","none","neutral"
"1478573293410029568","20220105","none","neutral"
"1478544572829421570","20220105","",""
"1478577016286986241","20220105","none","neutral"
"1478586198520074242","20220105","none","negative"
"1478588485871104001","20220105","none","negative"
"1478590768528850945","20220105","none","neutral"
"1478592260530786306","20220105","none","neutral"
"1478593223626924038","20220105","none","neutral"
"1478595844450308096","20220105","none","neutral"
"1478602146740273152","20220105","none","neutral"
"1478602702770761729","20220105","none","neutral"
"1478605522441883650","20220105","none","neutral"
"1478613243501236226","20220105","none","neutral"
"1478614719460044802","20220105","none","neutral"
"1478615247309078531","20220105","none","neutral"
"1478621603541884932","20220105","none","neutral"
"1478625035749232644","20220105","none","neutral"
"1478633040536498179","20220105","none","neutral"
"1478635895485976576","20220105","none","neutral"
"1478642105199181827","20220105","none","neutral"
"1478650902919581696","20220105","none","neutral"
"1478657781838192640","20220105","none","neutral"
"1478675206965116928","20220105","none","neutral"
"1478676585863471105","20220105","moderna","neutral"
"1478657026632794113","20220105","",""
"1478692939878453248","20220105","none","neutral"
"1478693507443294215","20220105","none","negative"
"1478696452129837059","20220105","moderna","positive"
"1478684963146911744","20220105","",""
"1478706099947651078","20220105","novavax","negative"
"1478725436834140161","20220105","none","neutral"
"1478819197719359491","20220105","none","negative"
"1478709145318879233","20220105","",""
"1478729618064494593","20220105","",""
"1478826765250297860","20220105","none","neutral"
"1478828637088464897","20220105","none","negative"
"1478829456504471552","20220105","none","neutral"
"1478830160476622849","20220105","none","neutral"
"1478834977034833920","20220105","none","neutral"
"1478836435637522432","20220105","none","negative"
"1478838493992218625","20220105","none","neutral"
"1478840255893569536","20220105","none","negative"
"1478841619080114183","20220105","none","neutral"
"1478837328273498113","20220105","",""
"1478848008363991049","20220105","none","neutral"
"1478848813334892550","20220105","none","neutral"
"1478848832897097729","20220105","none","neutral"
"1478849331675336704","20220105","none","neutral"
"1478851648608825344","20220105","none","neutral"
"1478852534290694145","20220105","none","negative"
"1478852861643526144","20220105","",""
"1478855498040426498","20220105","",""
"1478855721022210048","20220105","",""
"1478856150388854785","20220105","none","negative"
"1478856650245107713","20220105","none","negative"
"1478857055158996993","20220105","none","neutral"
"1478857219017900033","20220105","none","negative"
"1478858018452164609","20220105","none","neutral"
"1478858616371236865","20220105","none","neutral"
"1478870087285182466","20220105","none","negative"
"1478871064365060098","20220105","none","neutral"
"1478873413527556097","20220105","none","negative"
"1478861305146589185","20220105","",""
"1478876141062537218","20220105","none","negative"
"1478879496405012480","20220106","novavax","negative"
"1478881028001333252","20220106","none","negative"
"1478876939058180101","20220105","",""
"1478886401584156678","20220106","pfizer","positive"
"1478882171276333059","20220106","",""
"1478886284349227011","20220106","moderna","positive"
"1478886864035610626","20220106","none","negative"
"1478888176122884097","20220106","none","neutral"
"1478888530629865474","20220106","novavax","negative"
"1478888674024509443","20220106","none","neutral"
"1478891302196449281","20220106","novavax","negative"
"1478891972412645378","20220106","novavax","neutral"
"1478889732201492484","20220106","",""
"1478891439966744578","20220106","",""
"1478892545740468224","20220106","none","neutral"
"1478892962520047616","20220106","none","neutral"
"1478896094813855745","20220106","none","neutral"
"1478896281187536900","20220106","none","neutral"
"1478898795362406400","20220106","none","neutral"
"1478896547202940932","20220106","",""
"1478900106875129859","20220106","none","negative"
"1478897841556779010","20220106","",""
"1478904142940626946","20220106","none","neutral"
"1478905079868497920","20220106","novavax","negative"
"1478906530296598530","20220106","none","neutral"
"1478909046870577153","20220106","none","neutral"
"1478909402233008132","20220106","none","neutral"
"1478910206360702976","20220106","none","negative"
"1478908057631428611","20220106","",""
"1478912057726615552","20220106","none","negative"
"1478918211521318920","20220106","none","neutral"
"1478920024421109764","20220106","none","neutral"
"1478920198291791874","20220106","none","neutral"
"1478921457929314311","20220106","none","neutral"
"1478912958617030656","20220106","",""
"1478924188597424129","20220106","none","neutral"
"1478924287335702532","20220106","none","negative"
"1478923756361826304","20220106","none","neutral"
"1478924487143821312","20220106","none","negative"
"1478924906314174464","20220106","none","neutral"
"1478930756697133056","20220106","pfizer","negative"
"1478932745141178372","20220106","none","neutral"
"1478933460701958144","20220106","none","neutral"
"1478936426322399233","20220106","none","neutral"
"1478936638206070784","20220106","none","neutral"
"1478938513890447363","20220106","none","neutral"
"1478938607154962434","20220106","none","negative"
"1478938645729996803","20220106","none","negative"
"1478937075793608705","20220106","",""
"1478939384305049606","20220106","none","negative"
"1478938897337892868","20220106","",""
"1478940365235183617","20220106","",""
"1478942447220584449","20220106","",""
"1478943087787315202","20220106","none","negative"
"1478943358726770688","20220106","none","neutral"
"1478942944459563009","20220106","",""
"1478944115488296960","20220106","none","neutral"
"1478944767358636032","20220106","none","neutral"
"1478944924854747136","20220106","none","negative"
"1478945614456975361","20220106","none","negative"
"1478946364826345472","20220106","none","neutral"
"1478946375526014978","20220106","none","neutral"
"1478946643399491584","20220106","none","neutral"
"1478948163079663619","20220106","novavax","negative"
"1478948311893569542","20220106","novavax","positive"
"1478950876358213633","20220106","none","neutral"
"1478950998513119235","20220106","none","neutral"
"1478953738945523717","20220106","none","negative"
"1478953769140252674","20220106","none","neutral"
"1478953572062560256","20220106","",""
"1478954411703484419","20220106","none","neutral"
"1478954571519176715","20220106","none","neutral"
"1478955430491697153","20220106","none","negative"
"1478955726106103810","20220106","none","neutral"
"1478956988667097088","20220106","none","neutral"
"1478958115601190913","20220106","none","neutral"
"1478960669718245379","20220106","none","negative"
"1478963262578323458","20220106","none","neutral"
"1478963459018543104","20220106","none","neutral"
"1478961161877942273","20220106","",""
"1478965330831499266","20220106","none","neutral"
"1478965961520672772","20220106","none","neutral"
"1478966562203705347","20220106","none","neutral"
"1478964555237580810","20220106","",""
"1478967420421238787","20220106","none","neutral"
"1478968342190854146","20220106","none","neutral"
"1478969027980578818","20220106","none","neutral"
"1478970153844887553","20220106","none","neutral"
"1478970288171847681","20220106","none","neutral"
"1478971004688818176","20220106","none","neutral"
"1478972127046819842","20220106","none","neutral"
"1478972898123476995","20220106","none","neutral"
"1478973353834827776","20220106","none","neutral"
"1478974357049282563","20220106","none","neutral"
"1478974779113631744","20220106","none","negative"
"1478976207261560833","20220106","none","neutral"
"1478977391372345344","20220106","astrazeneca","positive"
"1478976415760408587","20220106","none","neutral"
"1478977892813991936","20220106","none","neutral"
"1478978246871904256","20220106","none","negative"
"1478978953486368770","20220106","none","negative"
"1478979549970849797","20220106","none","negative"
"1478979658955767808","20220106","none","neutral"
"1478981465467539456","20220106","none","neutral"
"1478983053305339915","20220106","none","neutral"
"1478983798607912966","20220106","none","neutral"
"1478984603876478979","20220106","none","neutral"
"1478984826023813123","20220106","none","neutral"
"1478985815585804288","20220106","none","positive"
"1478987259445583873","20220106","moderna","positive"
"1478987110455468032","20220106","none","neutral"
"1478988882276327425","20220106","none","neutral"
"1478992172439375872","20220106","novavax","negative"
"1478992222913581058","20220106","moderna","positive"
"1478994683812474885","20220106","none","neutral"
"1478995266913161218","20220106","moderna","positive"
"1478996057665130499","20220106","none","neutral"
"1478996347558662145","20220106","none","negative"
"1478994505638367233","20220106","",""
"1478999188318801920","20220106","none","negative"
"1478999516988665856","20220106","none","neutral"
"1478998540990955520","20220106","",""
"1478998775569940481","20220106","",""
"1478999517861072897","20220106","none","neutral"
"1478999581664768004","20220106","none","negative"
"1478999543752523778","20220106","none","positive"
"1478999974297817088","20220106","moderna","positive"
"1479000272093388803","20220106","novavax","negative"
"1479001061914738689","20220106","none","negative"
"1479001374868209665","20220106","none","negative"
"1479002308134330369","20220106","none","neutral"
"1479003104167165954","20220106","none","neutral"
"1479003828351471616","20220106","none","negative"
"1479001603571077126","20220106","",""
"1479004325753995264","20220106","none","neutral"
"1479005397159534592","20220106","pfizer","positive"
"1479006193406255106","20220106","none","negative"
"1479006754478309376","20220106","none","neutral"
"1479008870026514435","20220106","novavax","negative"
"1479010741545943040","20220106","none","neutral"
"1479011102729990146","20220106","none","negative"
"1479012351512772608","20220106","none","negative"
"1479014234025455618","20220106","none","neutral"
"1479013243410530304","20220106","",""
"1479015054133526530","20220106","moderna","positive"
"1479014494609174530","20220106","",""
"1479015167107080194","20220106","none","neutral"
"1479015200875446272","20220106","novavax","negative"
"1479015477665951747","20220106","none","neutral"
"1479015590480134148","20220106","none","neutral"
"1479016283484000262","20220106","none","neutral"
"1479017023447318536","20220106","none","neutral"
"1479019642735632385","20220106","none","neutral"
"1479020772492341248","20220106","none","neutral"
"1479021080522018816","20220106","none","negative"
"1479021459070619651","20220106","none","neutral"
"1479022982886395908","20220106","none","neutral"
"1479024391975419904","20220106","none","negative"
"1479022608578334722","20220106","pfizer","neutral"
"1479025857993740292","20220106","none","negative"
"1479026593389445121","20220106","none","negative"
"1479026952488947712","20220106","none","negative"
"1479027072186007554","20220106","none","neutral"
"1479025629781639168","20220106","",""
"1479027240096522241","20220106","none","neutral"
"1479027641353048066","20220106","none","neutral"
"1479032201844908032","20220106","none","neutral"
"1479030275631951873","20220106","",""
"1479033287142100992","20220106","none","neutral"
"1479030441336209408","20220106","",""
"1479034118646079489","20220106","none","neutral"
"1479034435789987840","20220106","none","neutral"
"1479038283476652033","20220106","none","neutral"
"1479038537827635202","20220106","none","negative"
"1479038855211008001","20220106","novavax","positive"
"1479040370352607239","20220106","novavax","negative"
"1479039198799622145","20220106","",""
"1479042418921984001","20220106","none","neutral"
"1479039611821178882","20220106","",""
"1479043883572948995","20220106","none","neutral"
"1479045845555113985","20220106","none","negative"
"1479049510399606788","20220106","none","negative"
"1479050624029261824","20220106","none","neutral"
"1479048038056300544","20220106","",""
"1479052778970312706","20220106","none","negative"
"1479052607230337027","20220106","none","neutral"
"1479055622490361861","20220106","none","negative"
"1479057704425443329","20220106","none","neutral"
"1479059499558133765","20220106","none","neutral"
"1479056552640221184","20220106","",""
"1479064372412485632","20220106","moderna","positive"
"1479065162434764800","20220106","none","neutral"
"1479063177094520835","20220106","",""
"1479066784464457729","20220106","none","neutral"
"1479066823119106048","20220106","none","neutral"
"1479066886948020225","20220106","none","neutral"
"1479073272981442561","20220106","none","neutral"
"1479074152816332804","20220106","none","neutral"
"1479075798782922752","20220106","moderna","negative"
"1479076836340428801","20220106","none","negative"
"1479078437834801153","20220106","none","neutral"
"1479079575699148803","20220106","none","neutral"
"1479079697292017665","20220106","none","negative"
"1479080175572643848","20220106","novavax","negative"
"1479080971819307012","20220106","none","neutral"
"1479083160054894592","20220106","none","negative"
"1479085103376654339","20220106","novavax","negative"
"1479081284357877763","20220106","",""
"1479086291925016580","20220106","none","neutral"
"1479088025195872263","20220106","none","negative"
"1479090072683102218","20220106","pfizer","negative"
"1479090543309197312","20220106","none","neutral"
"1479095834159435790","20220106","none","neutral"
"1479095860147286017","20220106","none","negative"
"1479093465531093001","20220106","",""
"1479098715092570117","20220106","none","neutral"
"1479100837464985600","20220106","none","neutral"
"1479103335999238146","20220106","moderna","neutral"
"1479105994844110854","20220106","none","neutral"
"1479107481313824770","20220106","none","neutral"
"1479111456217911310","20220106","none","neutral"
"1479113254513176589","20220106","novavax","negative"
"1479122525091029000","20220106","pfizer","negative"
"1479125539294113796","20220106","none","neutral"
"1479119631742689282","20220106","",""
"1479126282474442754","20220106","none","negative"
"1479127022806831104","20220106","moderna","positive"
"1479142331869634564","20220106","none","negative"
"1479149416204275713","20220106","none","negative"
"1479152269320884225","20220106","none","neutral"
"1479145818162556934","20220106","",""
"1479150773514608640","20220106","none","neutral"
"1479154316992671745","20220106","none","negative"
"1479155669827653632","20220106","moderna","positive"
"1479157666433826823","20220106","none","neutral"
"1479161831864344577","20220106","none","neutral"
"1479162671890976769","20220106","none","neutral"
"1479168182539620353","20220106","none","neutral"
"1479168190626234368","20220106","novavax","negative"
"1479169987348676608","20220106","none","neutral"
"1479177180294918155","20220106","none","neutral"
"1479177232341893120","20220106","none","neutral"
"1479172421966245891","20220106","",""
"1479178258830614531","20220106","none","neutral"
"1479177722874122245","20220106","novavax","positive"
"1479178260206407686","20220106","none","neutral"
"1479178317290901506","20220106","none","negative"
"1479179275118919685","20220106","none","neutral"
"1479182304136220673","20220106","none","neutral"
"1479182829674065922","20220106","none","neutral"
"1479183269379776512","20220106","none","neutral"
"1479184466576764929","20220106","none","neutral"
"1479186207825285120","20220106","moderna","positive"
"1479186887382163456","20220106","none","neutral"
"1479186093073317888","20220106","",""
"1479188454256746500","20220106","none","negative"
"1479188813108842496","20220106","none","neutral"
"1479188837918142470","20220106","none","neutral"
"1479189211727024129","20220106","none","neutral"
"1479191663599706113","20220106","none","neutral"
"1479191878297796609","20220106","none","neutral"
"1479192073295126533","20220106","none","neutral"
"1479192866962378755","20220106","moderna","positive"
"1479192984553803777","20220106","none","negative"
"1479193505465393152","20220106","none","neutral"
"1479195102937448448","20220106","none","neutral"
"1479193511203205120","20220106","",""
"1475599815706759172","20211227","",""
"1477951862477189120","20220103","none","neutral"
"1476675426516750338","20211230","",""
"1478314179563966465","20220104","novavax","negative"
"1478626282313109506","20220105","none","neutral"
"1478626750590377984","20220105","none","negative"
"1478837230135250946","20220105","none","negative"
"1478839015826608128","20220105","none","neutral"
"1478997100708831232","20220106","none","negative"
"1478844516199133185","20220105","",""
"1479021654101528577","20220106","none","neutral"
"1479005096763482112","20220106","moderna","positive"
"1479022315396501505","20220106","none","neutral"
"1479076624679063555","20220106","none","negative"
"1479101687109324800","20220106","novavax","negative"
"1479188384404758529","20220106","none","neutral"
"1479003769509720066","20220106","none","positive"
"1479183816342196225","20220106","",""
"1418482545088364553","20210723","",""
"1479075344644665345","20220106","",""
"1479093384975462401","20220106","",""
"1463617230772400129","20211124","none","positive"
"1479192236235526146","20220106","",""
"1474346266138071041","20211224","none","neutral"
"1476459775449714688","20211230","none","neutral"
"1483210367979626497","20220117","none","neutral"
"1483242327309438977","20220118","none","neutral"
"1485453553556766727","20220124","none","neutral"
"1487244251419516930","20220129","none","neutral"
"1487300687213912066","20220129","none","neutral"
"1487586488179388417","20220130","none","neutral"
"1487825855602737157","20220130","none","neutral"
"1487924503099625472","20220130","none","neutral"
"1487937570910896128","20220130","none","neutral"
"1487727864296648705","20220130","",""
"1487945334210719744","20220131","none","negative"
"1487953932194172938","20220131","none","negative"
"1487957621743108097","20220131","none","negative"
"1487982563972894721","20220131","none","negative"
"1488015347714502656","20220131","none","neutral"
"1488017335596482565","20220131","none","neutral"
"1488018789677805576","20220131","none","neutral"
"1488033142258946051","20220131","none","neutral"
"1488040336253501441","20220131","none","negative"
"1488048401749102592","20220131","pfizer","positive"
"1488019447009153027","20220131","",""
"1488052117084737536","20220131","none","neutral"
"1488055967954911232","20220131","novavax","positive"
"1488068832971280385","20220131","none","neutral"
"1488071525966434305","20220131","none","neutral"
"1488073104295620611","20220131","none","neutral"
"1488089169385590784","20220131","none","negative"
"1488144984712749056","20220131","none","neutral"
"1488100589926219777","20220131","",""
"1488158063245012996","20220131","none","negative"
"1488112810265485319","20220131","",""
"1488184392912891905","20220131","none","neutral"
"1488188470967566336","20220131","none","neutral"
"1488243774891659265","20220131","none","neutral"
"1488261395195957249","20220131","none","neutral"
"1488267037999005696","20220131","none","negative"
"1488269746902421505","20220131","novavax","negative"
"1488270695662764032","20220131","none","negative"
"1488270895625818115","20220131","none","neutral"
"1488272161835925505","20220131","none","neutral"
"1488274101319786497","20220131","none","neutral"
"1488276521827844098","20220131","none","neutral"
"1488284203313549316","20220131","none","neutral"
"1488284780508549121","20220131","none","neutral"
"1488282921651695616","20220131","",""
"1488289730106380290","20220131","none","neutral"
"1488292938597613570","20220131","none","negative"
"1488300517713674241","20220131","none","neutral"
"1488286006004502528","20220131","",""
"1488301264152711173","20220201","none","neutral"
"1488301348198047747","20220201","none","neutral"
"1488301400388169728","20220201","none","neutral"
"1488301656651755523","20220201","none","neutral"
"1488301684309000194","20220201","none","neutral"
"1488301696627650562","20220201","none","neutral"
"1488301822045417472","20220201","none","neutral"
"1488302201248309258","20220201","none","negative"
"1488302224023322624","20220201","none","neutral"
"1488302274267205634","20220201","none","negative"
"1488302459500232704","20220201","none","negative"
"1488302485106479107","20220201","pfizer","positive"
"1488302622104702982","20220201","none","neutral"
"1488302699989061638","20220201","none","neutral"
"1488303180148801540","20220201","novavax","neutral"
"1488303273664606209","20220201","none","positive"
"1488303877396992002","20220201","pfizer","positive"
"1488303999270850563","20220201","none","neutral"
"1488304125008031745","20220201","none","neutral"
"1488304258017492993","20220201","pfizer","positive"
"1488304346949648385","20220201","none","negative"
"1488304619344515072","20220201","none","neutral"
"1488304129948909569","20220201","",""
"1488304651933937665","20220201","none","neutral"
"1488304888119451651","20220201","none","neutral"
"1488305413065887746","20220201","none","neutral"
"1488305421685501952","20220201","none","neutral"
"1488305555743866883","20220201","none","neutral"
"1488305617437614082","20220201","none","neutral"
"1488305725940154368","20220201","none","neutral"
"1488305772086050818","20220201","none","neutral"
"1488305945805406210","20220201","none","negative"
"1488306442172268545","20220201","moderna","neutral"
"1488306488988745732","20220201","none","neutral"
"1488307234207842304","20220201","none","negative"
"1488307431377489924","20220201","none","negative"
"1488307433868955651","20220201","none","neutral"
"1488307634868723716","20220201","none","neutral"
"1488308243072172035","20220201","moderna","neutral"
"1488308310751150080","20220201","none","negative"
"1488308355370160128","20220201","none","negative"
"1488308368259391489","20220201","none","neutral"
"1488308580134830080","20220201","none","neutral"
"1488308889057587202","20220201","none","neutral"
"1488309349021741062","20220201","none","neutral"
"1488309597798793216","20220201","none","negative"
"1488309635383627777","20220201","none","neutral"
"1488309653511753729","20220201","none","neutral"
"1488309743936741379","20220201","none","neutral"
"1488309885653893120","20220201","none","neutral"
"1488309959641419777","20220201","none","neutral"
"1488310490308612100","20220201","none","neutral"
"1488310122892111877","20220201","none","neutral"
"1488310709725241345","20220201","none","negative"
"1488310806752415744","20220201","none","neutral"
"1488310813353910273","20220201","none","neutral"
"1488310947198681091","20220201","none","neutral"
"1488311082842476547","20220201","none","neutral"
"1488311141311070208","20220201","none","neutral"
"1488311233325731844","20220201","none","neutral"
"1488311366813306883","20220201","none","neutral"
"1488311443351306244","20220201","none","neutral"
"1488311564822548480","20220201","none","neutral"
"1488311765905514499","20220201","none","neutral"
"1488311907370954753","20220201","none","neutral"
"1488312091274530817","20220201","none","negative"
"1488311807236534275","20220201","",""
"1488312694537031684","20220201","none","neutral"
"1488312996145565696","20220201","none","neutral"
"1488313264219963393","20220201","none","neutral"
"1488313424946003968","20220201","none","negative"
"1488313470559059968","20220201","none","neutral"
"1488313562737307649","20220201","none","neutral"
"1488313995266170882","20220201","none","neutral"
"1488314055358300161","20220201","none","neutral"
"1488314154792284160","20220201","none","negative"
"1488314491716907009","20220201","none","neutral"
"1488314510289289217","20220201","none","neutral"
"1488314629818183685","20220201","none","neutral"
"1488314668460306432","20220201","pfizer","positive"
"1488314664022732803","20220201","novavax","negative"
"1488314725460951040","20220201","none","negative"
"1488314916964814851","20220201","none","neutral"
"1488314994290999296","20220201","none","neutral"
"1488315142123126784","20220201","none","neutral"
"1488315673524977664","20220201","none","neutral"
"1488315874062778372","20220201","none","neutral"
"1488316117596917760","20220201","none","neutral"
"1488316129948749824","20220201","none","neutral"
"1488316232210292739","20220201","none","neutral"
"1488316392205996033","20220201","none","negative"
"1488316671853228032","20220201","none","neutral"
"1488317304635260928","20220201","pfizer","negative"
"1488317397304225793","20220201","none","neutral"
"1488317513662623746","20220201","none","neutral"
"1488317540732641282","20220201","none","negative"
"1488317634387267585","20220201","none","neutral"
"1488318024910139393","20220201","none","neutral"
"1488318249628749826","20220201","none","negative"
"1488318293807341570","20220201","pfizer","negative"
"1488318688021282823","20220201","none","neutral"
"1488318694652784640","20220201","none","neutral"
"1488318721274056706","20220201","none","neutral"
"1488319106222723073","20220201","none","neutral"
"1488319670528581632","20220201","none","neutral"
"1488319769619365888","20220201","none","negative"
"1488319965187182596","20220201","none","neutral"
"1488320064554090497","20220201","none","neutral"
"1488320229188915202","20220201","pfizer","positive"
"1488320320545058822","20220201","none","neutral"
"1488320338651856897","20220201","none","neutral"
"1488320506357227520","20220201","none","negative"
"1488320854513848320","20220201","none","neutral"
"1488320922373472257","20220201","none","neutral"
"1488320953914257408","20220201","none","neutral"
"1488322274965209091","20220201","none","neutral"
"1488321164128579585","20220201","none","neutral"
"1488322311648264193","20220201","none","neutral"
"1488322393726603266","20220201","none","neutral"
"1488322694064279553","20220201","none","neutral"
"1488322822757826561","20220201","none","neutral"
"1488323102149058560","20220201","none","neutral"
"1488322537230581763","20220201","",""
"1488323152132571136","20220201","pfizer","positive"
"1488323240577548288","20220201","none","neutral"
"1488323357808345089","20220201","moderna","negative"
"1488323311629000708","20220201","none","neutral"
"1488323432278532099","20220201","none","negative"
"1488323755956912134","20220201","none","neutral"
"1488323720309477376","20220201","none","neutral"
"1488323895971422208","20220201","none","neutral"
"1488323906624581633","20220201","none","neutral"
"1488323969342185480","20220201","none","neutral"
"1488323974614241283","20220201","none","negative"
"1488324005622784002","20220201","none","negative"
"1488324175664414720","20220201","none","negative"
"1488324197445218308","20220201","none","neutral"
"1488324661876510722","20220201","none","neutral"
"1488324759611793411","20220201","pfizer","negative"
"1488324864712876034","20220201","none","neutral"
"1488324985458511882","20220201","none","neutral"
"1488325232649666560","20220201","none","negative"
"1488325582605930496","20220201","none","negative"
"1488325588892880897","20220201","none","neutral"
"1488325776634093568","20220201","none","negative"
"1488325890794610691","20220201","none","negative"
"1488326443339685897","20220201","none","neutral"
"1488326459853000704","20220201","none","neutral"
"1488326463577550848","20220201","none","negative"
"1488326223088414722","20220201","",""
"1488326520946905088","20220201","none","negative"
"1488326670050537472","20220201","none","negative"
"1488326875017449473","20220201","none","negative"
"1488327242279456768","20220201","none","neutral"
"1488327631250821122","20220201","none","negative"
"1488326715839774721","20220201","",""
"1488328041436626944","20220201","none","negative"
"1488328186530197505","20220201","none","neutral"
"1488328202812817408","20220201","none","neutral"
"1488328339706105857","20220201","none","neutral"
"1488328388297183232","20220201","none","neutral"
"1488328524352344067","20220201","none","neutral"
"1488328651007422465","20220201","none","negative"
"1488329480972161025","20220201","none","neutral"
"1488329541370388481","20220201","none","neutral"
"1488328913579540481","20220201","moderna","negative"
"1488329932753502210","20220201","none","neutral"
"1488330040509370369","20220201","none","negative"
"1488330207471702022","20220201","moderna","positive"
"1488330348664877056","20220201","none","neutral"
"1488330265600528386","20220201","none","neutral"
"1488330804740509696","20220201","none","neutral"
"1488331282488737794","20220201","none","neutral"
"1488331327611219972","20220201","none","neutral"
"1488331379788111872","20220201","none","neutral"
