"id","auto","hum"
26798301,9,5.5
26798301,10,5.5
26798301,10,5.5
26798301,7.5,5.5
26798301,7,5.5
26798302,7,4
26798302,9,4
26798302,7,4
26798302,6,4
26798302,8,4
26798302,7,4
26798302,8,4
26798302,8,4
26798302,3,4
26798302,9,4
26798302,9,4
26798302,8,4
26798302,8,4
26798302,8,4
26798302,5,4
26798302,8,4
26798302,7,4
26798302,6,4
26798302,6,4
26798302,7,4
26798303,9,6
26798303,10,6
26798303,8,6
26798303,8,6
26798303,8,6
26798303,10,6
26798303,10,6
26798303,6,6
26798303,10,6
26798303,9,6
26798303,8,6
26798303,10,6
26798303,6,6
26798303,7,6
26798303,6,6
26798303,8,6
26798303,7,6
26798303,6,6
26798303,10,6
26798303,8,6
26798304,9,3
26798304,8,3
26798304,7,3
26798304,5,3
26798304,7,3
26798304,8.5,3
26798304,8,3
26798304,6,3
26798304,7,3
26798304,7,3
26798304,8,3
26798304,9,3
26798304,6,3
26798304,8,3
26798304,7,3
26798304,7,3
26798304,8,3
26798304,8,3
26798304,7,3
26798304,7,3
26798306,5,2
26798306,5,2
26798306,5,2
26798306,3,2
26798306,4,2
26798306,5,2
26798306,4,2
26798306,4,2
26798306,6,2
26798306,3,2
26798306,4,2
26798306,4,2
26798306,4,2
26798306,3,2
26798306,4,2
26798306,2,2
26798306,5,2
26798306,5,2
26798306,3,2
26798306,5,2
26798310,9,8.5
26798310,7,8.5
26798310,8,8.5
26798310,7,8.5
26798310,7,8.5
26798310,7,8.5
26798310,7,8.5
26798310,6,8.5
26798310,8,8.5
26798310,8,8.5
26798310,6,8.5
26798310,7,8.5
26798310,7,8.5
26798310,7,8.5
26798310,8,8.5
26798310,8,8.5
26798310,7,8.5
26798310,6,8.5
26798310,8,8.5
26798310,6,8.5
26798311,7,5.5
26798311,8,5.5
26798311,8,5.5
26798311,5,5.5
26798311,8,5.5
26798311,7,5.5
26798311,7,5.5
26798311,9,5.5
26798311,8,5.5
26798311,8,5.5
26798311,7,5.5
26798311,9,5.5
26798311,8,5.5
26798311,8,5.5
26798311,7,5.5
26798311,7,5.5
26798311,5,5.5
26798311,8,5.5
26798311,6,5.5
26798311,9,5.5
